recipient_region,recipient_offset,recipient_length,trial_id,mode,expert_mask,mini_model_mask,profile_id,stream_class,donor_count,donors,vr_min_length,vr_event_count,baseline_payload_bytes,candidate_payload_bytes,gross_gain_bytes,standalone_plan_bytes,net_gain_bytes,status
0,0,1048219,1,mini_m0_g25,65536,1,0,9,0,-,0,0,104950,105136,-186,16,-202,loss_after_side
0,0,1048219,2,mini_m0_g50,65536,1,64,9,0,-,0,0,104950,105714,-764,16,-780,loss_after_side
0,0,1048219,3,mini_m0_g75,65536,1,128,9,0,-,0,0,104950,106733,-1783,16,-1799,loss_after_side
0,0,1048219,4,mini_m0_g100,65536,1,192,9,0,-,0,0,104950,108254,-3304,16,-3320,loss_after_side
0,0,1048219,5,mini_m1_g25,65536,2,0,9,0,-,0,0,104950,105164,-214,16,-230,loss_after_side
0,0,1048219,6,mini_m1_g50,65536,2,64,9,0,-,0,0,104950,105735,-785,16,-801,loss_after_side
0,0,1048219,7,mini_m1_g75,65536,2,128,9,0,-,0,0,104950,106685,-1735,16,-1751,loss_after_side
0,0,1048219,8,mini_m1_g100,65536,2,192,9,0,-,0,0,104950,108042,-3092,16,-3108,loss_after_side
0,0,1048219,9,mini_m2_g25,65536,4,0,9,0,-,0,0,104950,105177,-227,16,-243,loss_after_side
0,0,1048219,10,mini_m2_g50,65536,4,64,9,0,-,0,0,104950,105785,-835,16,-851,loss_after_side
0,0,1048219,11,mini_m2_g75,65536,4,128,9,0,-,0,0,104950,106777,-1827,16,-1843,loss_after_side
0,0,1048219,12,mini_m2_g100,65536,4,192,9,0,-,0,0,104950,108155,-3205,16,-3221,loss_after_side
0,0,1048219,13,mini_m3_g25,65536,8,0,9,0,-,0,0,104950,105213,-263,16,-279,loss_after_side
0,0,1048219,14,mini_m3_g50,65536,8,64,9,0,-,0,0,104950,105947,-997,16,-1013,loss_after_side
0,0,1048219,15,mini_m3_g75,65536,8,128,9,0,-,0,0,104950,107135,-2185,16,-2201,loss_after_side
0,0,1048219,16,mini_m3_g100,65536,8,192,9,0,-,0,0,104950,108764,-3814,16,-3830,loss_after_side
0,0,1048219,17,mini_m4_g25,65536,16,0,9,0,-,0,0,104950,105131,-181,16,-197,loss_after_side
0,0,1048219,18,mini_m4_g50,65536,16,64,9,0,-,0,0,104950,105683,-733,16,-749,loss_after_side
0,0,1048219,19,mini_m4_g75,65536,16,128,9,0,-,0,0,104950,106638,-1688,16,-1704,loss_after_side
0,0,1048219,20,mini_m4_g100,65536,16,192,9,0,-,0,0,104950,108045,-3095,16,-3111,loss_after_side
0,0,1048219,21,mini_m5_g25,65536,32,0,9,0,-,0,0,104950,105133,-183,16,-199,loss_after_side
0,0,1048219,22,mini_m5_g50,65536,32,64,9,0,-,0,0,104950,105700,-750,16,-766,loss_after_side
0,0,1048219,23,mini_m5_g75,65536,32,128,9,0,-,0,0,104950,106689,-1739,16,-1755,loss_after_side
0,0,1048219,24,mini_m5_g100,65536,32,192,9,0,-,0,0,104950,108151,-3201,16,-3217,loss_after_side
0,0,1048219,25,mini_m6_g25,65536,64,0,9,0,-,0,0,104950,105146,-196,16,-212,loss_after_side
0,0,1048219,26,mini_m6_g50,65536,64,64,9,0,-,0,0,104950,105724,-774,16,-790,loss_after_side
0,0,1048219,27,mini_m6_g75,65536,64,128,9,0,-,0,0,104950,106719,-1769,16,-1785,loss_after_side
0,0,1048219,28,mini_m6_g100,65536,64,192,9,0,-,0,0,104950,108182,-3232,16,-3248,loss_after_side
0,0,1048219,29,mini_m7_g25,65536,128,0,9,0,-,0,0,104950,105134,-184,17,-201,loss_after_side
0,0,1048219,30,mini_m7_g50,65536,128,64,9,0,-,0,0,104950,105686,-736,17,-753,loss_after_side
0,0,1048219,31,mini_m7_g75,65536,128,128,9,0,-,0,0,104950,106637,-1687,17,-1704,loss_after_side
0,0,1048219,32,mini_m7_g100,65536,128,192,9,0,-,0,0,104950,108032,-3082,17,-3099,loss_after_side
0,0,1048219,33,mini_m8_g25,65536,256,0,9,0,-,0,0,104950,105169,-219,17,-236,loss_after_side
0,0,1048219,34,mini_m8_g50,65536,256,64,9,0,-,0,0,104950,105869,-919,17,-936,loss_after_side
0,0,1048219,35,mini_m8_g75,65536,256,128,9,0,-,0,0,104950,107083,-2133,17,-2150,loss_after_side
0,0,1048219,36,mini_m8_g100,65536,256,192,9,0,-,0,0,104950,108850,-3900,17,-3917,loss_after_side
0,0,1048219,37,mini_m9_g25,65536,512,0,9,0,-,0,0,104950,105153,-203,17,-220,loss_after_side
0,0,1048219,38,mini_m9_g50,65536,512,64,9,0,-,0,0,104950,105789,-839,17,-856,loss_after_side
0,0,1048219,39,mini_m9_g75,65536,512,128,9,0,-,0,0,104950,106892,-1942,17,-1959,loss_after_side
0,0,1048219,40,mini_m9_g100,65536,512,192,9,0,-,0,0,104950,108510,-3560,17,-3577,loss_after_side
0,0,1048219,41,mini_m10_g25,65536,1024,0,9,0,-,0,0,104950,105192,-242,17,-259,loss_after_side
0,0,1048219,42,mini_m10_g50,65536,1024,64,9,0,-,0,0,104950,105873,-923,17,-940,loss_after_side
0,0,1048219,43,mini_m10_g75,65536,1024,128,9,0,-,0,0,104950,107013,-2063,17,-2080,loss_after_side
0,0,1048219,44,mini_m10_g100,65536,1024,192,9,0,-,0,0,104950,108643,-3693,17,-3710,loss_after_side
0,0,1048219,45,shadow_lstm200_g25,1048576,0,0,9,0,-,0,0,104950,105793,-843,16,-859,loss_after_side
0,0,1048219,46,shadow_lstm200_g50,1048576,0,64,9,0,-,0,0,104950,108799,-3849,16,-3865,loss_after_side
0,0,1048219,47,shadow_lstm200_g75,1048576,0,128,9,0,-,0,0,104950,112447,-7497,16,-7513,loss_after_side
0,0,1048219,48,shadow_lstm200_g100,1048576,0,192,9,0,-,0,0,104950,115896,-10946,16,-10962,loss_after_side
0,0,1048219,49,url_structure_g25,262144,0,0,9,0,-,0,0,104950,104949,1,16,-15,near_after_side
0,0,1048219,50,url_structure_g50,262144,0,64,9,0,-,0,0,104950,104949,1,16,-15,near_after_side
0,0,1048219,51,url_structure_g75,262144,0,128,9,0,-,0,0,104950,104949,1,16,-15,near_after_side
0,0,1048219,52,url_structure_g100,262144,0,192,9,0,-,0,0,104950,104949,1,16,-15,near_after_side
0,0,1048219,53,scr2_vr_l6,0,0,0,9,0,-,6,9960,104950,104488,462,21647,-21185,loss_after_side
0,0,1048219,54,scr2_vr_l8,0,0,0,9,0,-,8,9960,104950,104488,462,21647,-21185,loss_after_side
0,0,1048219,55,scr2_vr_l12,0,0,0,9,0,-,12,3836,104950,104679,271,9183,-8912,loss_after_side
0,0,1048219,56,scr2_vr_l16,0,0,0,9,0,-,16,2673,104950,104830,120,6808,-6688,loss_after_side
0,0,1048219,57,scr2_vr_l24,0,0,0,9,0,-,24,1337,104950,104904,46,4096,-4050,loss_after_side
1,1048219,1049689,58,donor_g25,32768,0,0,9,1,982528:65536,0,0,141368,141394,-26,23,-49,near_after_side
1,1048219,1049689,59,donor_g50,32768,0,64,9,1,982528:65536,0,0,141368,141470,-102,23,-125,loss_after_side
1,1048219,1049689,60,donor_g75,32768,0,128,9,1,982528:65536,0,0,141368,141595,-227,23,-250,loss_after_side
1,1048219,1049689,61,donor_g100,32768,0,192,9,1,982528:65536,0,0,141368,141738,-370,23,-393,loss_after_side
1,1048219,1049689,62,donor_g25,32768,0,0,9,1,491264:65536,0,0,141368,141383,-15,23,-38,near_after_side
1,1048219,1049689,63,donor_g50,32768,0,64,9,1,491264:65536,0,0,141368,141421,-53,23,-76,loss_after_side
1,1048219,1049689,64,donor_g75,32768,0,128,9,1,491264:65536,0,0,141368,141478,-110,23,-133,loss_after_side
1,1048219,1049689,65,donor_g100,32768,0,192,9,1,491264:65536,0,0,141368,141546,-178,23,-201,loss_after_side
1,1048219,1049689,66,donor_g25,32768,0,0,9,1,0:65536,0,0,141368,141382,-14,22,-36,near_after_side
1,1048219,1049689,67,donor_g50,32768,0,64,9,1,0:65536,0,0,141368,141418,-50,22,-72,loss_after_side
1,1048219,1049689,68,donor_g75,32768,0,128,9,1,0:65536,0,0,141368,141476,-108,22,-130,loss_after_side
1,1048219,1049689,69,donor_g100,32768,0,192,9,1,0:65536,0,0,141368,141536,-168,22,-190,loss_after_side
1,1048219,1049689,70,donor_g25,32768,0,0,9,1,1031680:16384,0,0,141368,141385,-17,23,-40,near_after_side
1,1048219,1049689,71,donor_g50,32768,0,64,9,1,1031680:16384,0,0,141368,141435,-67,23,-90,loss_after_side
1,1048219,1049689,72,donor_g75,32768,0,128,9,1,1031680:16384,0,0,141368,141512,-144,23,-167,loss_after_side
1,1048219,1049689,73,donor_g100,32768,0,192,9,1,1031680:16384,0,0,141368,141597,-229,23,-252,loss_after_side
1,1048219,1049689,74,donor_g25,32768,0,0,9,1,0:16384,0,0,141368,141376,-8,22,-30,near_after_side
1,1048219,1049689,75,donor_g50,32768,0,64,9,1,0:16384,0,0,141368,141397,-29,22,-51,near_after_side
1,1048219,1049689,76,donor_g75,32768,0,128,9,1,0:16384,0,0,141368,141429,-61,22,-83,loss_after_side
1,1048219,1049689,77,donor_g100,32768,0,192,9,1,0:16384,0,0,141368,141459,-91,22,-113,loss_after_side
1,1048219,1049689,78,donor_g25,32768,0,0,9,1,0:4096,0,0,141368,141372,-4,22,-26,near_after_side
1,1048219,1049689,79,donor_g50,32768,0,64,9,1,0:4096,0,0,141368,141383,-15,22,-37,near_after_side
1,1048219,1049689,80,donor_g75,32768,0,128,9,1,0:4096,0,0,141368,141401,-33,22,-55,near_after_side
1,1048219,1049689,81,donor_g100,32768,0,192,9,1,0:4096,0,0,141368,141418,-50,22,-72,loss_after_side
1,1048219,1049689,82,donor_g25,32768,0,0,9,1,515840:16384,0,0,141368,141378,-10,23,-33,near_after_side
1,1048219,1049689,83,donor_g50,32768,0,64,9,1,515840:16384,0,0,141368,141401,-33,23,-56,near_after_side
1,1048219,1049689,84,donor_g75,32768,0,128,9,1,515840:16384,0,0,141368,141434,-66,23,-89,loss_after_side
1,1048219,1049689,85,donor_g100,32768,0,192,9,1,515840:16384,0,0,141368,141471,-103,23,-126,loss_after_side
1,1048219,1049689,86,donor_g25,32768,0,0,9,1,521984:4096,0,0,141368,141372,-4,23,-27,near_after_side
1,1048219,1049689,87,donor_g50,32768,0,64,9,1,521984:4096,0,0,141368,141388,-20,23,-43,near_after_side
1,1048219,1049689,88,donor_g75,32768,0,128,9,1,521984:4096,0,0,141368,141412,-44,23,-67,loss_after_side
1,1048219,1049689,89,donor_g100,32768,0,192,9,1,521984:4096,0,0,141368,141439,-71,23,-94,loss_after_side
1,1048219,1049689,90,donor_g25,32768,0,0,9,1,523520:1024,0,0,141368,141369,-1,23,-24,near_after_side
1,1048219,1049689,91,donor_g50,32768,0,64,9,1,523520:1024,0,0,141368,141376,-8,23,-31,near_after_side
1,1048219,1049689,92,donor_g75,32768,0,128,9,1,523520:1024,0,0,141368,141387,-19,23,-42,near_after_side
1,1048219,1049689,93,donor_g100,32768,0,192,9,1,523520:1024,0,0,141368,141396,-28,23,-51,near_after_side
1,1048219,1049689,94,donor_g25,32768,0,0,9,1,523776:256,0,0,141368,141368,0,23,-23,near_after_side
1,1048219,1049689,95,donor_g50,32768,0,64,9,1,523776:256,0,0,141368,141368,0,23,-23,near_after_side
1,1048219,1049689,96,donor_g75,32768,0,128,9,1,523776:256,0,0,141368,141369,-1,23,-24,near_after_side
1,1048219,1049689,97,donor_g100,32768,0,192,9,1,523776:256,0,0,141368,141371,-3,23,-26,near_after_side
1,1048219,1049689,98,donor_g25,32768,0,0,9,1,1043968:4096,0,0,141368,141378,-10,23,-33,near_after_side
1,1048219,1049689,99,donor_g50,32768,0,64,9,1,1043968:4096,0,0,141368,141406,-38,23,-61,near_after_side
1,1048219,1049689,100,donor_g75,32768,0,128,9,1,1043968:4096,0,0,141368,141449,-81,23,-104,loss_after_side
1,1048219,1049689,101,donor_g100,32768,0,192,9,1,1043968:4096,0,0,141368,141495,-127,23,-150,loss_after_side
1,1048219,1049689,102,donor_g25,32768,0,0,9,1,0:1024,0,0,141368,141370,-2,22,-24,near_after_side
1,1048219,1049689,103,donor_g50,32768,0,64,9,1,0:1024,0,0,141368,141378,-10,22,-32,near_after_side
1,1048219,1049689,104,donor_g75,32768,0,128,9,1,0:1024,0,0,141368,141390,-22,22,-44,near_after_side
1,1048219,1049689,105,donor_g100,32768,0,192,9,1,0:1024,0,0,141368,141399,-31,22,-53,near_after_side
1,1048219,1049689,106,mini_m0_g25,65536,1,0,9,0,-,0,0,141368,141614,-246,18,-264,loss_after_side
1,1048219,1049689,107,mini_m0_g50,65536,1,64,9,0,-,0,0,141368,142351,-983,18,-1001,loss_after_side
1,1048219,1049689,108,mini_m0_g75,65536,1,128,9,0,-,0,0,141368,143643,-2275,18,-2293,loss_after_side
1,1048219,1049689,109,mini_m0_g100,65536,1,192,9,0,-,0,0,141368,145571,-4203,18,-4221,loss_after_side
1,1048219,1049689,110,mini_m1_g25,65536,2,0,9,0,-,0,0,141368,141613,-245,18,-263,loss_after_side
1,1048219,1049689,111,mini_m1_g50,65536,2,64,9,0,-,0,0,141368,142276,-908,18,-926,loss_after_side
1,1048219,1049689,112,mini_m1_g75,65536,2,128,9,0,-,0,0,141368,143397,-2029,18,-2047,loss_after_side
1,1048219,1049689,113,mini_m1_g100,65536,2,192,9,0,-,0,0,141368,145017,-3649,18,-3667,loss_after_side
1,1048219,1049689,114,mini_m2_g25,65536,4,0,9,0,-,0,0,141368,141613,-245,18,-263,loss_after_side
1,1048219,1049689,115,mini_m2_g50,65536,4,64,9,0,-,0,0,141368,142278,-910,18,-928,loss_after_side
1,1048219,1049689,116,mini_m2_g75,65536,4,128,9,0,-,0,0,141368,143380,-2012,18,-2030,loss_after_side
1,1048219,1049689,117,mini_m2_g100,65536,4,192,9,0,-,0,0,141368,144939,-3571,18,-3589,loss_after_side
1,1048219,1049689,118,mini_m3_g25,65536,8,0,9,0,-,0,0,141368,141647,-279,18,-297,loss_after_side
1,1048219,1049689,119,mini_m3_g50,65536,8,64,9,0,-,0,0,141368,142458,-1090,18,-1108,loss_after_side
1,1048219,1049689,120,mini_m3_g75,65536,8,128,9,0,-,0,0,141368,143793,-2425,18,-2443,loss_after_side
1,1048219,1049689,121,mini_m3_g100,65536,8,192,9,0,-,0,0,141368,145643,-4275,18,-4293,loss_after_side
1,1048219,1049689,122,mini_m4_g25,65536,16,0,9,0,-,0,0,141368,141598,-230,18,-248,loss_after_side
1,1048219,1049689,123,mini_m4_g50,65536,16,64,9,0,-,0,0,141368,142296,-928,18,-946,loss_after_side
1,1048219,1049689,124,mini_m4_g75,65536,16,128,9,0,-,0,0,141368,143510,-2142,18,-2160,loss_after_side
1,1048219,1049689,125,mini_m4_g100,65536,16,192,9,0,-,0,0,141368,145295,-3927,18,-3945,loss_after_side
1,1048219,1049689,126,mini_m5_g25,65536,32,0,9,0,-,0,0,141368,141587,-219,18,-237,loss_after_side
1,1048219,1049689,127,mini_m5_g50,65536,32,64,9,0,-,0,0,141368,142291,-923,18,-941,loss_after_side
1,1048219,1049689,128,mini_m5_g75,65536,32,128,9,0,-,0,0,141368,143530,-2162,18,-2180,loss_after_side
1,1048219,1049689,129,mini_m5_g100,65536,32,192,9,0,-,0,0,141368,145365,-3997,18,-4015,loss_after_side
1,1048219,1049689,130,mini_m6_g25,65536,64,0,9,0,-,0,0,141368,141619,-251,18,-269,loss_after_side
1,1048219,1049689,131,mini_m6_g50,65536,64,64,9,0,-,0,0,141368,142346,-978,18,-996,loss_after_side
1,1048219,1049689,132,mini_m6_g75,65536,64,128,9,0,-,0,0,141368,143601,-2233,18,-2251,loss_after_side
1,1048219,1049689,133,mini_m6_g100,65536,64,192,9,0,-,0,0,141368,145449,-4081,18,-4099,loss_after_side
1,1048219,1049689,134,mini_m7_g25,65536,128,0,9,0,-,0,0,141368,141607,-239,19,-258,loss_after_side
1,1048219,1049689,135,mini_m7_g50,65536,128,64,9,0,-,0,0,141368,142308,-940,19,-959,loss_after_side
1,1048219,1049689,136,mini_m7_g75,65536,128,128,9,0,-,0,0,141368,143513,-2145,19,-2164,loss_after_side
1,1048219,1049689,137,mini_m7_g100,65536,128,192,9,0,-,0,0,141368,145280,-3912,19,-3931,loss_after_side
1,1048219,1049689,138,mini_m8_g25,65536,256,0,9,0,-,0,0,141368,141672,-304,19,-323,loss_after_side
1,1048219,1049689,139,mini_m8_g50,65536,256,64,9,0,-,0,0,141368,142626,-1258,19,-1277,loss_after_side
1,1048219,1049689,140,mini_m8_g75,65536,256,128,9,0,-,0,0,141368,144279,-2911,19,-2930,loss_after_side
1,1048219,1049689,141,mini_m8_g100,65536,256,192,9,0,-,0,0,141368,146687,-5319,19,-5338,loss_after_side
1,1048219,1049689,142,mini_m9_g25,65536,512,0,9,0,-,0,0,141368,141624,-256,19,-275,loss_after_side
1,1048219,1049689,143,mini_m9_g50,65536,512,64,9,0,-,0,0,141368,142451,-1083,19,-1102,loss_after_side
1,1048219,1049689,144,mini_m9_g75,65536,512,128,9,0,-,0,0,141368,143898,-2530,19,-2549,loss_after_side
1,1048219,1049689,145,mini_m9_g100,65536,512,192,9,0,-,0,0,141368,146034,-4666,19,-4685,loss_after_side
1,1048219,1049689,146,mini_m10_g25,65536,1024,0,9,0,-,0,0,141368,141653,-285,19,-304,loss_after_side
1,1048219,1049689,147,mini_m10_g50,65536,1024,64,9,0,-,0,0,141368,142471,-1103,19,-1122,loss_after_side
1,1048219,1049689,148,mini_m10_g75,65536,1024,128,9,0,-,0,0,141368,143855,-2487,19,-2506,loss_after_side
1,1048219,1049689,149,mini_m10_g100,65536,1024,192,9,0,-,0,0,141368,145849,-4481,19,-4500,loss_after_side
1,1048219,1049689,150,shadow_lstm200_g25,1048576,0,0,9,0,-,0,0,141368,142078,-710,18,-728,loss_after_side
1,1048219,1049689,151,shadow_lstm200_g50,1048576,0,64,9,0,-,0,0,141368,145113,-3745,18,-3763,loss_after_side
1,1048219,1049689,152,shadow_lstm200_g75,1048576,0,128,9,0,-,0,0,141368,149169,-7801,18,-7819,loss_after_side
1,1048219,1049689,153,shadow_lstm200_g100,1048576,0,192,9,0,-,0,0,141368,153230,-11862,18,-11880,loss_after_side
1,1048219,1049689,154,url_structure_g25,262144,0,0,9,0,-,0,0,141368,141369,-1,18,-19,near_after_side
1,1048219,1049689,155,url_structure_g50,262144,0,64,9,0,-,0,0,141368,141369,-1,18,-19,near_after_side
1,1048219,1049689,156,url_structure_g75,262144,0,128,9,0,-,0,0,141368,141369,-1,18,-19,near_after_side
1,1048219,1049689,157,url_structure_g100,262144,0,192,9,0,-,0,0,141368,141369,-1,18,-19,near_after_side
1,1048219,1049689,158,scr2_vr_l6,0,0,0,9,0,-,6,4274,141368,141132,236,9473,-9237,loss_after_side
1,1048219,1049689,159,scr2_vr_l8,0,0,0,9,0,-,8,4274,141368,141132,236,9473,-9237,loss_after_side
1,1048219,1049689,160,scr2_vr_l12,0,0,0,9,0,-,12,1586,141368,141223,145,3892,-3747,loss_after_side
1,1048219,1049689,161,scr2_vr_l16,0,0,0,9,0,-,16,1107,141368,141327,41,2863,-2822,loss_after_side
1,1048219,1049689,162,scr2_vr_l24,0,0,0,9,0,-,24,555,141368,141354,14,1724,-1710,loss_after_side
2,2097908,1048760,163,donor_g25,32768,0,0,9,1,1048320:65536,0,0,141326,141347,-21,24,-45,near_after_side
2,2097908,1048760,164,donor_g50,32768,0,64,9,1,1048320:65536,0,0,141326,141403,-77,24,-101,loss_after_side
2,2097908,1048760,165,donor_g75,32768,0,128,9,1,1048320:65536,0,0,141326,141488,-162,24,-186,loss_after_side
2,2097908,1048760,166,donor_g100,32768,0,192,9,1,1048320:65536,0,0,141326,141569,-243,24,-267,loss_after_side
2,2097908,1048760,167,donor_g25,32768,0,0,9,1,982528:65536,0,0,141326,141344,-18,24,-42,near_after_side
2,2097908,1048760,168,donor_g50,32768,0,64,9,1,982528:65536,0,0,141326,141401,-75,24,-99,loss_after_side
2,2097908,1048760,169,donor_g75,32768,0,128,9,1,982528:65536,0,0,141326,141487,-161,24,-185,loss_after_side
2,2097908,1048760,170,donor_g100,32768,0,192,9,1,982528:65536,0,0,141326,141563,-237,24,-261,loss_after_side
2,2097908,1048760,171,donor_g25,32768,0,0,9,1,1540096:65536,0,0,141326,141338,-12,24,-36,near_after_side
2,2097908,1048760,172,donor_g50,32768,0,64,9,1,1540096:65536,0,0,141326,141376,-50,24,-74,loss_after_side
2,2097908,1048760,173,donor_g75,32768,0,128,9,1,1540096:65536,0,0,141326,141433,-107,24,-131,loss_after_side
2,2097908,1048760,174,donor_g100,32768,0,192,9,1,1540096:65536,0,0,141326,141492,-166,24,-190,loss_after_side
2,2097908,1048760,175,donor_g25,32768,0,0,9,1,491264:65536,0,0,141326,141345,-19,24,-43,near_after_side
2,2097908,1048760,176,donor_g50,32768,0,64,9,1,491264:65536,0,0,141326,141404,-78,24,-102,loss_after_side
2,2097908,1048760,177,donor_g75,32768,0,128,9,1,491264:65536,0,0,141326,141489,-163,24,-187,loss_after_side
2,2097908,1048760,178,donor_g100,32768,0,192,9,1,491264:65536,0,0,141326,141567,-241,24,-265,loss_after_side
2,2097908,1048760,179,donor_g25,32768,0,0,9,1,0:65536,0,0,141326,141339,-13,23,-36,near_after_side
2,2097908,1048760,180,donor_g50,32768,0,64,9,1,0:65536,0,0,141326,141387,-61,23,-84,loss_after_side
2,2097908,1048760,181,donor_g75,32768,0,128,9,1,0:65536,0,0,141326,141457,-131,23,-154,loss_after_side
2,2097908,1048760,182,donor_g100,32768,0,192,9,1,0:65536,0,0,141326,141511,-185,23,-208,loss_after_side
2,2097908,1048760,183,donor_g25,32768,0,0,9,1,0:16384,0,0,141326,141336,-10,23,-33,near_after_side
2,2097908,1048760,184,donor_g50,32768,0,64,9,1,0:16384,0,0,141326,141373,-47,23,-70,loss_after_side
2,2097908,1048760,185,donor_g75,32768,0,128,9,1,0:16384,0,0,141326,141426,-100,23,-123,loss_after_side
2,2097908,1048760,186,donor_g100,32768,0,192,9,1,0:16384,0,0,141326,141467,-141,23,-164,loss_after_side
2,2097908,1048760,187,donor_g25,32768,0,0,9,1,0:4096,0,0,141326,141334,-8,23,-31,near_after_side
2,2097908,1048760,188,donor_g50,32768,0,64,9,1,0:4096,0,0,141326,141362,-36,23,-59,near_after_side
2,2097908,1048760,189,donor_g75,32768,0,128,9,1,0:4096,0,0,141326,141402,-76,23,-99,loss_after_side
2,2097908,1048760,190,donor_g100,32768,0,192,9,1,0:4096,0,0,141326,141429,-103,23,-126,loss_after_side
2,2097908,1048760,191,donor_g25,32768,0,0,9,1,0:1024,0,0,141326,141333,-7,23,-30,near_after_side
2,2097908,1048760,192,donor_g50,32768,0,64,9,1,0:1024,0,0,141326,141358,-32,23,-55,near_after_side
2,2097908,1048760,193,donor_g75,32768,0,128,9,1,0:1024,0,0,141326,141391,-65,23,-88,loss_after_side
2,2097908,1048760,194,donor_g100,32768,0,192,9,1,0:1024,0,0,141326,141411,-85,23,-108,loss_after_side
2,2097908,1048760,195,donor_g25,32768,0,0,9,1,1031680:16384,0,0,141326,141336,-10,24,-34,near_after_side
2,2097908,1048760,196,donor_g50,32768,0,64,9,1,1031680:16384,0,0,141326,141376,-50,24,-74,loss_after_side
2,2097908,1048760,197,donor_g75,32768,0,128,9,1,1031680:16384,0,0,141326,141436,-110,24,-134,loss_after_side
2,2097908,1048760,198,donor_g100,32768,0,192,9,1,1031680:16384,0,0,141326,141486,-160,24,-184,loss_after_side
2,2097908,1048760,199,donor_g25,32768,0,0,9,1,523520:1024,0,0,141326,141335,-9,24,-33,near_after_side
2,2097908,1048760,200,donor_g50,32768,0,64,9,1,523520:1024,0,0,141326,141364,-38,24,-62,near_after_side
2,2097908,1048760,201,donor_g75,32768,0,128,9,1,523520:1024,0,0,141326,141401,-75,24,-99,loss_after_side
2,2097908,1048760,202,donor_g100,32768,0,192,9,1,523520:1024,0,0,141326,141422,-96,24,-120,loss_after_side
2,2097908,1048760,203,donor_g25,32768,0,0,9,1,1048320:4096,0,0,141326,141333,-7,24,-31,near_after_side
2,2097908,1048760,204,donor_g50,32768,0,64,9,1,1048320:4096,0,0,141326,141354,-28,24,-52,near_after_side
2,2097908,1048760,205,donor_g75,32768,0,128,9,1,1048320:4096,0,0,141326,141384,-58,24,-82,loss_after_side
2,2097908,1048760,206,donor_g100,32768,0,192,9,1,1048320:4096,0,0,141326,141411,-85,24,-109,loss_after_side
2,2097908,1048760,207,donor_g25,32768,0,0,9,1,1048320:16384,0,0,141326,141334,-8,24,-32,near_after_side
2,2097908,1048760,208,donor_g50,32768,0,64,9,1,1048320:16384,0,0,141326,141364,-38,24,-62,near_after_side
2,2097908,1048760,209,donor_g75,32768,0,128,9,1,1048320:16384,0,0,141326,141405,-79,24,-103,loss_after_side
2,2097908,1048760,210,donor_g100,32768,0,192,9,1,1048320:16384,0,0,141326,141446,-120,24,-144,loss_after_side
2,2097908,1048760,211,mini_m0_g25,65536,1,0,9,0,-,0,0,141326,141583,-257,19,-276,loss_after_side
2,2097908,1048760,212,mini_m0_g50,65536,1,64,9,0,-,0,0,141326,142333,-1007,19,-1026,loss_after_side
2,2097908,1048760,213,mini_m0_g75,65536,1,128,9,0,-,0,0,141326,143637,-2311,19,-2330,loss_after_side
2,2097908,1048760,214,mini_m0_g100,65536,1,192,9,0,-,0,0,141326,145569,-4243,19,-4262,loss_after_side
2,2097908,1048760,215,mini_m1_g25,65536,2,0,9,0,-,0,0,141326,141574,-248,19,-267,loss_after_side
2,2097908,1048760,216,mini_m1_g50,65536,2,64,9,0,-,0,0,141326,142237,-911,19,-930,loss_after_side
2,2097908,1048760,217,mini_m1_g75,65536,2,128,9,0,-,0,0,141326,143355,-2029,19,-2048,loss_after_side
2,2097908,1048760,218,mini_m1_g100,65536,2,192,9,0,-,0,0,141326,144962,-3636,19,-3655,loss_after_side
2,2097908,1048760,219,mini_m2_g25,65536,4,0,9,0,-,0,0,141326,141614,-288,19,-307,loss_after_side
2,2097908,1048760,220,mini_m2_g50,65536,4,64,9,0,-,0,0,141326,142354,-1028,19,-1047,loss_after_side
2,2097908,1048760,221,mini_m2_g75,65536,4,128,9,0,-,0,0,141326,143561,-2235,19,-2254,loss_after_side
2,2097908,1048760,222,mini_m2_g100,65536,4,192,9,0,-,0,0,141326,145250,-3924,19,-3943,loss_after_side
2,2097908,1048760,223,mini_m3_g25,65536,8,0,9,0,-,0,0,141326,141663,-337,19,-356,loss_after_side
2,2097908,1048760,224,mini_m3_g50,65536,8,64,9,0,-,0,0,141326,142619,-1293,19,-1312,loss_after_side
2,2097908,1048760,225,mini_m3_g75,65536,8,128,9,0,-,0,0,141326,144183,-2857,19,-2876,loss_after_side
2,2097908,1048760,226,mini_m3_g100,65536,8,192,9,0,-,0,0,141326,146343,-5017,19,-5036,loss_after_side
2,2097908,1048760,227,mini_m4_g25,65536,16,0,9,0,-,0,0,141326,141543,-217,19,-236,loss_after_side
2,2097908,1048760,228,mini_m4_g50,65536,16,64,9,0,-,0,0,141326,142239,-913,19,-932,loss_after_side
2,2097908,1048760,229,mini_m4_g75,65536,16,128,9,0,-,0,0,141326,143463,-2137,19,-2156,loss_after_side
2,2097908,1048760,230,mini_m4_g100,65536,16,192,9,0,-,0,0,141326,145274,-3948,19,-3967,loss_after_side
2,2097908,1048760,231,mini_m5_g25,65536,32,0,9,0,-,0,0,141326,141544,-218,19,-237,loss_after_side
2,2097908,1048760,232,mini_m5_g50,65536,32,64,9,0,-,0,0,141326,142257,-931,19,-950,loss_after_side
2,2097908,1048760,233,mini_m5_g75,65536,32,128,9,0,-,0,0,141326,143520,-2194,19,-2213,loss_after_side
